TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,ADC_48_0,ADC_48_1,ADC_48_2,ADC_48_3,PM_1,PM_25,PM_10
2020-09-02T17:13:19Z,26.83,61.26,99,0,42.91,101.57,0.00,400.00,0.208016,0.214961,0.226070,0.213828,null,null,null
2020-09-02T17:13:49Z,26.80,61.28,99,0,41.18,101.57,0.00,400.00,0.208328,0.214945,0.226492,0.213047,null,null,null
2020-09-02T17:14:19Z,26.78,61.31,99,0,43.03,101.57,0.00,400.00,0.207469,0.215141,0.226500,0.212641,null,null,null
2020-09-02T17:14:49Z,26.83,61.28,99,0,43.33,101.57,0.00,400.00,0.205742,0.212578,0.224055,0.213188,null,null,null
2020-09-02T17:15:19Z,26.80,61.20,99,0,41.11,101.57,0.00,400.00,0.208203,0.214227,0.224867,0.212961,null,null,null
2020-09-02T17:15:49Z,26.79,61.27,99,0,30.39,101.57,0.00,400.00,0.207789,0.215219,0.225117,0.213117,null,null,null
2020-09-02T17:16:19Z,26.79,61.27,99,0,36.02,101.57,0.00,401.00,0.207438,0.215047,0.225133,0.212414,null,null,null
2020-09-02T17:16:49Z,26.80,61.27,99,0,29.92,101.57,0.00,401.00,0.209359,0.215578,0.226820,0.212984,null,null,null
2020-09-02T17:17:19Z,26.80,61.24,99,0,36.32,101.57,0.00,401.00,0.206336,0.215016,0.225812,0.213211,null,null,null
2020-09-02T17:17:49Z,26.80,61.22,99,0,35.67,101.57,0.00,401.00,0.207609,0.214648,0.225125,0.212867,null,null,null
2020-09-02T17:18:19Z,26.80,61.21,99,0,32.17,101.57,0.00,400.00,0.207242,0.214820,0.224914,0.213305,null,null,null
2020-09-02T17:18:49Z,26.82,61.21,99,0,31.75,101.57,0.00,400.00,0.206938,0.214094,0.224031,0.213023,null,null,null
2020-09-02T17:19:19Z,26.78,61.18,99,0,40.38,101.57,0.00,405.00,0.207727,0.214953,0.225906,0.213195,null,null,null
2020-09-02T17:19:49Z,26.80,61.18,99,0,31.25,101.57,0.00,405.00,0.207297,0.214617,0.226156,0.213406,null,null,null
2020-09-02T17:20:19Z,26.78,61.15,99,0,38.03,101.57,0.00,405.00,0.208445,0.214695,0.225328,0.212898,null,null,null
2020-09-02T17:20:49Z,26.80,61.21,99,0,32.58,101.57,0.00,405.00,0.206430,0.213727,0.225602,0.212633,null,null,null
2020-09-02T17:21:19Z,26.79,61.15,99,0,41.62,101.57,0.00,402.00,0.207336,0.214969,0.226250,0.213156,null,null,null
2020-09-02T17:21:49Z,26.82,61.15,99,0,29.18,101.57,0.00,402.00,0.205812,0.213859,0.226742,0.213500,null,null,null
2020-09-02T17:22:19Z,26.79,61.14,99,0,31.99,101.57,0.00,400.00,0.208039,0.214164,0.224547,0.213305,null,null,null
2020-09-02T17:22:49Z,26.79,61.15,99,0,44.61,101.57,0.00,400.00,0.207211,0.215258,0.226445,0.213117,null,null,null
2020-09-02T17:23:19Z,26.82,61.18,99,0,29.50,101.57,0.00,400.00,0.208937,0.216547,0.225172,0.212922,null,null,null
2020-09-02T17:23:49Z,26.80,61.15,99,0,33.33,101.57,0.00,400.00,0.206695,0.215125,0.224625,0.212555,null,null,null
2020-09-02T17:24:19Z,26.79,61.11,99,0,36.83,101.57,0.00,400.00,0.207914,0.214547,0.225984,0.212883,null,null,null
2020-09-02T17:24:49Z,26.79,61.13,99,0,30.81,101.57,0.00,400.00,0.207391,0.215375,0.225789,0.213109,null,null,null
2020-09-02T17:25:19Z,26.80,61.12,99,0,29.84,101.57,0.00,400.00,0.207805,0.214430,0.224906,0.212852,null,null,null
2020-09-02T17:25:49Z,26.79,61.17,99,0,37.42,101.57,0.00,400.00,0.208203,0.215703,0.225734,0.213227,null,null,null
2020-09-02T17:26:19Z,26.82,61.20,99,0,31.45,101.57,0.00,400.00,0.206477,0.214359,0.226523,0.213570,null,null,null
2020-09-02T17:26:49Z,26.80,61.15,99,0,30.40,101.57,0.00,400.00,0.206437,0.214586,0.227227,0.213367,null,null,null
2020-09-02T17:27:19Z,26.82,61.08,99,0,35.69,101.57,0.00,400.00,0.207172,0.215352,0.225313,0.213094,null,null,null
2020-09-02T17:27:49Z,26.82,61.10,99,0,31.87,101.57,0.00,400.00,0.208070,0.214516,0.227023,0.213719,null,null,null
2020-09-02T17:28:19Z,26.83,61.08,99,0,32.04,101.57,0.00,400.00,0.207203,0.215719,0.225180,0.212648,null,null,null
2020-09-02T17:28:49Z,26.82,61.15,99,0,33.93,101.57,0.00,400.00,0.206672,0.214234,0.224414,0.212617,null,null,null
2020-09-02T17:29:19Z,26.85,61.15,99,0,43.52,101.57,0.00,400.00,0.208273,0.215297,0.224484,0.212656,null,null,null
2020-09-02T17:29:49Z,26.83,61.09,99,0,37.06,101.57,0.00,400.00,0.208102,0.215359,0.225805,0.213477,null,null,null
2020-09-02T17:30:19Z,26.79,61.14,99,0,40.34,101.57,0.00,400.00,0.208469,0.215320,0.227023,0.213234,null,null,null
2020-09-02T17:30:49Z,26.82,61.13,99,0,42.09,101.57,0.00,400.00,0.207797,0.214680,0.224344,0.213211,null,null,null
2020-09-02T17:31:19Z,26.79,61.12,99,0,29.60,101.57,0.00,400.00,0.207219,0.215008,0.227078,0.213750,null,null,null
2020-09-02T17:31:49Z,26.82,61.13,99,0,34.32,101.57,0.00,400.00,0.206805,0.214695,0.226555,0.213117,null,null,null
2020-09-02T17:32:19Z,26.80,60.99,99,0,42.81,101.57,0.00,400.00,0.207398,0.214031,0.226453,0.213094,null,null,null
2020-09-02T17:32:49Z,26.85,60.99,99,0,34.25,101.58,0.00,400.00,0.208008,0.215836,0.226562,0.213969,null,null,null
2020-09-02T17:33:19Z,26.82,61.00,99,0,34.73,101.57,0.00,400.00,0.207828,0.215539,0.224977,0.212836,null,null,null
2020-09-02T17:33:49Z,26.85,61.05,99,0,36.24,101.58,0.00,400.00,0.209148,0.215375,0.224445,0.212453,null,null,null
2020-09-02T17:34:19Z,26.85,61.08,99,0,34.10,101.58,0.00,400.00,0.206523,0.215633,0.224898,0.212664,null,null,null
2020-09-02T17:34:49Z,26.83,61.04,99,0,32.62,101.58,0.00,400.00,0.207820,0.215023,0.226039,0.213086,null,null,null
2020-09-02T17:35:19Z,26.82,61.07,99,0,32.95,101.58,0.00,400.00,0.208031,0.215641,0.223375,0.212648,null,null,null
2020-09-02T17:35:49Z,26.85,61.09,99,0,33.98,101.58,0.00,400.00,0.208555,0.215687,0.225195,0.213344,null,null,null
2020-09-02T17:36:19Z,26.85,61.07,99,0,30.12,101.58,0.00,400.00,0.207297,0.215039,0.224789,0.213172,null,null,null
2020-09-02T17:36:49Z,26.82,61.12,99,0,28.95,101.58,0.00,400.00,0.206867,0.214625,0.224875,0.213484,null,null,null
2020-09-02T17:37:19Z,26.83,61.07,99,0,32.12,101.58,0.00,400.00,0.207930,0.214156,0.226383,0.213789,null,null,null
2020-09-02T17:37:49Z,26.83,61.05,99,0,35.35,101.58,0.00,400.00,0.207297,0.214711,0.225391,0.213367,null,null,null
2020-09-02T17:38:19Z,26.83,61.06,99,0,33.84,101.58,0.00,400.00,0.208477,0.215180,0.226562,0.213336,null,null,null
2020-09-02T17:38:49Z,26.85,60.99,99,0,37.91,101.59,0.00,400.00,0.207633,0.215625,0.226664,0.213656,null,null,null
2020-09-02T17:39:19Z,26.85,61.07,99,0,43.89,101.58,0.00,400.00,0.207828,0.215562,0.224906,0.213344,null,null,null
2020-09-02T17:39:49Z,26.83,61.06,99,0,42.91,101.58,0.00,400.00,0.207914,0.214680,0.227258,0.213211,null,null,null
2020-09-02T17:40:19Z,26.83,61.10,99,0,33.79,101.58,0.00,400.00,0.208562,0.216000,0.227531,0.214320,null,null,null
2020-09-02T17:40:49Z,26.86,61.05,99,0,31.88,101.59,0.00,400.00,0.208992,0.215375,0.225039,0.213617,null,null,null
2020-09-02T17:41:19Z,26.85,61.02,99,0,34.28,101.59,0.00,400.00,0.207523,0.215930,0.226875,0.213266,null,null,null
2020-09-02T17:41:49Z,26.86,61.01,99,0,33.50,101.59,0.00,400.00,0.208242,0.215047,0.227148,0.214398,null,null,null
2020-09-02T17:42:19Z,26.83,61.06,99,0,29.00,101.59,0.00,400.00,0.207320,0.215672,0.225102,0.212563,null,null,null
2020-09-02T17:42:49Z,26.83,61.07,99,0,30.12,101.59,0.00,400.00,0.207125,0.215648,0.226063,0.213820,null,null,null
2020-09-02T17:43:19Z,26.83,61.03,99,0,29.49,101.59,0.00,400.00,0.207336,0.214719,0.227195,0.214188,null,null,null
2020-09-02T17:43:49Z,26.85,61.04,99,0,44.31,101.59,0.00,400.00,0.206977,0.214227,0.225695,0.213695,null,null,null
2020-09-02T17:44:19Z,26.83,61.02,99,0,31.26,101.60,0.00,400.00,0.208461,0.215945,0.226203,0.213570,null,null,null
2020-09-02T17:44:49Z,26.82,61.08,99,0,33.97,101.59,0.00,400.00,0.207609,0.214680,0.226430,0.212859,null,null,null
2020-09-02T17:45:19Z,26.83,61.11,99,0,39.32,101.60,0.00,400.00,0.207164,0.214086,0.223922,0.212602,null,null,null
2020-09-02T17:45:49Z,26.82,61.10,99,0,28.84,101.60,0.00,400.00,0.208148,0.215562,0.226313,0.213766,null,null,null
2020-09-02T17:46:19Z,26.83,61.13,99,0,31.38,101.59,0.00,400.00,0.209219,0.216477,0.225461,0.213250,null,null,null
2020-09-02T17:46:49Z,26.83,61.16,99,0,32.88,101.60,0.00,400.00,0.207563,0.214914,0.225438,0.214102,null,null,null
2020-09-02T17:47:19Z,26.83,61.13,99,0,31.17,101.60,0.00,400.00,0.208469,0.215414,0.225305,0.213469,null,null,null
2020-09-02T17:47:49Z,26.82,61.15,99,0,32.94,101.60,0.00,400.00,0.208312,0.214789,0.226484,0.213141,null,null,null
2020-09-02T17:48:19Z,26.83,61.14,99,0,31.19,101.60,0.00,400.00,0.207297,0.215547,0.226523,0.214016,null,null,null
2020-09-02T17:48:49Z,26.83,61.19,99,0,54.83,101.60,0.00,400.00,0.207125,0.214742,0.225156,0.214203,null,null,null
2020-09-02T17:49:19Z,26.82,61.14,99,0,30.29,101.61,0.00,400.00,0.208383,0.216188,0.225477,0.213758,null,null,null
2020-09-02T17:49:49Z,26.82,61.16,99,0,31.22,101.61,0.00,400.00,0.208242,0.216039,0.225266,0.213188,null,null,null
2020-09-02T17:50:19Z,26.80,61.16,99,0,42.41,101.61,0.00,400.00,0.206961,0.214297,0.227336,0.213930,null,null,null
2020-09-02T17:50:49Z,26.83,61.20,99,0,41.23,101.61,0.00,400.00,0.208117,0.215891,0.227539,0.213500,null,null,null
2020-09-02T17:51:19Z,26.80,61.16,99,0,34.44,101.61,0.00,400.00,0.206086,0.214273,0.224820,0.212812,null,null,null
2020-09-02T17:51:49Z,26.82,61.20,99,0,29.99,101.61,0.00,400.00,0.206734,0.215133,0.225102,0.213625,null,null,null
2020-09-02T17:52:19Z,26.80,61.20,99,0,31.04,101.61,0.00,400.00,0.207594,0.214844,0.226750,0.213242,null,null,null
2020-09-02T17:52:49Z,26.80,61.18,99,0,31.11,101.61,0.00,400.00,0.209164,0.215289,0.225453,0.213305,null,null,null
2020-09-02T17:53:19Z,26.80,61.20,99,0,33.92,101.61,0.00,400.00,0.208508,0.214977,0.226141,0.213523,null,null,null
2020-09-02T17:53:49Z,26.82,61.20,99,0,31.50,101.61,0.00,400.00,0.209414,0.216289,0.226586,0.213383,null,null,null
2020-09-02T17:54:19Z,26.78,61.19,99,0,34.70,101.61,0.00,400.00,0.208727,0.216258,0.225695,0.213508,null,null,null
2020-09-02T17:54:49Z,26.79,61.21,99,0,38.10,101.61,0.00,400.00,0.208438,0.215266,0.226523,0.214234,null,null,null
2020-09-02T17:55:19Z,26.79,61.27,99,0,31.31,101.61,0.00,400.00,0.207766,0.215102,0.227242,0.213273,null,null,null
2020-09-02T17:55:49Z,26.80,61.23,99,0,28.57,101.61,0.00,400.00,0.207312,0.215086,0.226367,0.213734,null,null,null
2020-09-02T17:56:19Z,26.80,61.27,99,0,38.48,101.61,0.00,400.00,0.206273,0.214898,0.225859,0.212992,null,null,null
2020-09-02T17:56:49Z,26.82,61.23,99,0,28.91,101.61,0.00,400.00,0.207320,0.214898,0.225812,0.213867,null,null,null
2020-09-02T17:57:19Z,26.79,61.24,99,0,31.91,101.61,0.00,400.00,0.208906,0.215352,0.225930,0.214086,null,null,null
2020-09-02T17:57:49Z,26.79,61.24,99,0,29.27,101.61,0.00,400.00,0.209273,0.215547,0.226656,0.213781,null,null,null
2020-09-02T17:58:19Z,26.80,61.22,99,0,30.29,101.61,0.00,400.00,0.207945,0.215062,0.226000,0.213766,null,null,null
2020-09-02T17:58:49Z,26.80,61.22,99,0,29.99,101.62,0.00,400.00,0.208750,0.215805,0.226633,0.213461,null,null,null
2020-09-02T17:59:19Z,26.78,61.20,99,0,30.26,101.61,0.00,400.00,0.207391,0.215125,0.226633,0.213820,null,null,null
2020-09-02T17:59:49Z,26.79,61.25,99,0,34.72,101.61,0.00,400.00,0.208008,0.215148,0.226562,0.213680,null,null,null
2020-09-02T18:00:19Z,26.79,61.28,99,0,31.31,101.61,0.00,400.00,0.205984,0.214539,0.227500,0.213695,null,null,null
2020-09-02T18:00:49Z,26.78,61.29,99,0,27.02,101.62,0.00,400.00,0.205453,0.214266,0.225539,0.213867,null,null,null
2020-09-02T18:01:19Z,26.80,61.27,99,0,29.32,101.62,0.00,400.00,0.209055,0.216070,0.226313,0.212906,null,null,null
2020-09-02T18:01:49Z,26.78,61.26,99,0,35.63,101.62,0.00,400.00,0.209156,0.215953,0.226430,0.213547,null,null,null
2020-09-02T18:02:19Z,26.78,61.26,99,0,38.88,101.62,0.00,400.00,0.208336,0.215242,0.225914,0.213461,null,null,null
2020-09-02T18:02:49Z,26.79,61.28,99,0,39.33,101.62,0.00,400.00,0.209094,0.216242,0.226711,0.213844,null,null,null
2020-09-02T18:03:19Z,26.79,61.25,99,0,31.27,101.62,0.00,400.00,0.209000,0.215570,0.224812,0.213062,null,null,null
2020-09-02T18:03:49Z,26.78,61.24,99,0,34.29,101.62,0.00,400.00,0.207891,0.215133,0.227961,0.214086,null,null,null
2020-09-02T18:04:19Z,26.78,61.24,99,0,46.69,101.62,0.00,400.00,0.207148,0.215133,0.226242,0.213227,null,null,null
2020-09-02T18:04:49Z,26.79,61.23,99,0,40.83,101.62,0.00,400.00,0.209305,0.215648,0.226727,0.213383,null,null,null
2020-09-02T18:05:19Z,26.78,61.26,99,0,37.27,101.62,0.00,400.00,0.208336,0.215516,0.226258,0.212992,null,null,null
2020-09-02T18:05:49Z,26.76,61.28,99,0,31.74,101.62,0.00,400.00,0.208133,0.215266,0.226125,0.213766,null,null,null
2020-09-02T18:06:19Z,26.79,61.21,99,0,32.77,101.63,0.00,400.00,0.206531,0.215484,0.225531,0.213570,null,null,null
2020-09-02T18:06:49Z,26.78,61.27,99,0,29.96,101.63,0.00,400.00,0.208000,0.216195,0.225664,0.213602,null,null,null
2020-09-02T18:07:19Z,26.79,61.22,99,0,29.92,101.63,0.00,400.00,0.208273,0.214320,0.226359,0.214008,null,null,null
2020-09-02T18:07:49Z,26.79,61.25,99,0,42.11,101.63,0.00,400.00,0.206781,0.214570,0.226320,0.213273,null,null,null
2020-09-02T18:08:19Z,26.76,61.27,99,0,32.64,101.63,0.00,400.00,0.206328,0.214781,0.226922,0.213500,null,null,null
2020-09-02T18:08:49Z,26.78,61.21,99,0,37.51,101.63,0.00,400.00,0.207547,0.215531,0.224961,0.212906,null,null,null
2020-09-02T18:09:19Z,26.79,61.26,99,0,47.01,101.63,0.00,400.00,0.208859,0.216266,0.227125,0.213547,null,null,null
2020-09-02T18:09:49Z,26.79,61.26,99,0,40.44,101.63,0.00,400.00,0.209438,0.216672,0.227109,0.213492,null,null,null
2020-09-02T18:10:19Z,26.76,61.24,99,0,33.06,101.63,0.00,400.00,0.208305,0.214883,0.226398,0.213570,null,null,null
2020-09-02T18:10:49Z,26.76,61.30,99,0,36.35,101.63,0.00,400.00,0.207516,0.216461,0.227477,0.214453,null,null,null
2020-09-02T18:11:19Z,26.79,61.27,99,0,29.37,101.63,0.00,405.00,0.207602,0.215523,0.226008,0.213500,null,null,null
2020-09-02T18:11:49Z,26.76,61.24,99,0,32.70,101.64,0.00,405.00,0.210156,0.216102,0.225844,0.213703,null,null,null
2020-09-02T18:12:19Z,26.78,61.22,99,0,47.85,101.63,0.00,400.00,0.207945,0.215914,0.228008,0.214234,null,null,null
2020-09-02T18:12:49Z,26.78,61.25,99,0,28.51,101.63,0.00,400.00,0.208289,0.215875,0.225547,0.213523,null,null,null
2020-09-02T18:13:19Z,26.82,61.26,99,0,29.62,101.63,0.00,405.00,0.207180,0.215836,0.224617,0.213211,null,null,null
2020-09-02T18:13:49Z,26.75,61.27,99,0,35.93,101.63,0.00,405.00,0.207570,0.214719,0.226805,0.213992,null,null,null
2020-09-02T18:14:19Z,26.79,61.22,99,0,33.99,101.64,0.00,400.00,0.207914,0.215258,0.226094,0.213336,null,null,null
2020-09-02T18:14:49Z,26.75,61.31,99,0,27.99,101.63,0.00,400.00,0.208227,0.215547,0.226789,0.213125,null,null,null
2020-09-02T18:15:19Z,26.75,61.25,99,0,27.64,101.64,0.00,400.00,0.206961,0.215555,0.226195,0.213352,null,null,null
2020-09-02T18:15:49Z,26.75,61.29,99,0,33.47,101.64,0.00,400.00,0.208852,0.214234,0.226945,0.213898,null,null,null
2020-09-02T18:16:19Z,26.78,61.27,99,0,32.46,101.64,0.00,400.00,0.207594,0.215039,0.226313,0.213531,null,null,null
2020-09-02T18:16:49Z,26.78,61.26,99,0,29.94,101.64,0.00,400.00,0.208383,0.216273,0.224961,0.213820,null,null,null
2020-09-02T18:17:19Z,26.78,61.29,99,0,42.46,101.64,0.00,400.00,0.207695,0.215734,0.227016,0.214023,null,null,null
2020-09-02T18:17:49Z,26.78,61.26,99,0,27.38,101.64,0.00,400.00,0.207555,0.215578,0.228430,0.213961,null,null,null
2020-09-02T18:18:19Z,26.78,61.27,99,0,29.92,101.64,0.00,405.00,0.206836,0.215930,0.226547,0.213516,null,null,null
2020-09-02T18:18:49Z,26.78,61.28,99,0,37.84,101.64,0.00,405.00,0.208227,0.216953,0.226766,0.214031,null,null,null
2020-09-02T18:19:19Z,26.79,61.27,99,0,41.44,101.64,0.00,400.00,0.206914,0.214219,0.226734,0.213859,null,null,null
2020-09-02T18:19:49Z,26.78,61.29,99,0,33.56,101.64,0.00,400.00,0.207414,0.214789,0.225984,0.213211,null,null,null
2020-09-02T18:20:19Z,26.78,61.33,99,0,36.98,101.64,0.00,400.00,0.207742,0.215391,0.226984,0.213609,null,null,null
2020-09-02T18:20:49Z,26.76,61.26,99,0,26.48,101.64,0.00,400.00,0.207398,0.215438,0.225844,0.212789,null,null,null
2020-09-02T18:21:19Z,26.75,61.32,99,0,29.26,101.64,0.00,400.00,0.208070,0.215531,0.227680,0.214367,null,null,null
2020-09-02T18:21:49Z,26.76,61.37,99,0,30.91,101.65,0.00,400.00,0.208383,0.215148,0.224602,0.213570,null,null,null
2020-09-02T18:22:19Z,26.76,61.31,99,0,36.29,101.64,0.00,400.00,0.208523,0.216562,0.226672,0.214070,null,null,null
2020-09-02T18:22:49Z,26.76,61.27,99,0,37.99,101.65,0.00,400.00,0.207383,0.215617,0.227297,0.213555,null,null,null
2020-09-02T18:23:19Z,26.78,61.29,99,0,33.18,101.65,0.00,400.00,0.207125,0.215805,0.226336,0.213523,null,null,null
2020-09-02T18:23:49Z,26.78,61.29,99,0,30.20,101.65,0.00,400.00,0.208586,0.215055,0.226227,0.213391,null,null,null
2020-09-02T18:24:19Z,26.78,61.27,99,0,30.31,101.65,0.00,400.00,0.208523,0.214687,0.227078,0.213961,null,null,null
2020-09-02T18:24:49Z,26.76,61.26,99,0,27.77,101.65,0.00,400.00,0.208766,0.216109,0.226539,0.214453,null,null,null
2020-09-02T18:25:19Z,26.76,61.26,99,0,33.83,101.65,0.00,400.00,0.208695,0.215516,0.226117,0.213570,null,null,null
2020-09-02T18:25:49Z,26.78,61.34,99,0,29.15,101.66,0.00,400.00,0.208547,0.215914,0.226250,0.213828,null,null,null
2020-09-02T18:26:19Z,26.79,61.27,99,0,28.52,101.65,0.00,400.00,0.208648,0.216148,0.226797,0.213336,null,null,null
2020-09-02T18:26:49Z,26.76,61.27,99,0,47.22,101.65,0.00,400.00,0.208234,0.214750,0.224734,0.213680,null,null,null
2020-09-02T18:27:19Z,26.76,61.27,99,0,29.17,101.66,0.00,400.00,0.208711,0.214930,0.226719,0.213422,null,null,null
2020-09-02T18:27:49Z,26.76,61.25,99,0,30.46,101.66,0.00,400.00,0.209859,0.216984,0.226430,0.214062,null,null,null
2020-09-02T18:28:19Z,26.78,61.27,99,0,45.85,101.66,0.00,400.00,0.207664,0.214719,0.225945,0.214094,null,null,null
2020-09-02T18:28:49Z,26.76,61.29,99,0,26.93,101.66,0.00,400.00,0.208391,0.215578,0.226617,0.214039,null,null,null
2020-09-02T18:29:19Z,26.76,61.29,99,0,32.36,101.66,0.00,400.00,0.209102,0.215094,0.227070,0.214461,null,null,null
2020-09-02T18:29:49Z,26.75,61.26,99,0,29.56,101.66,0.00,400.00,0.207273,0.215445,0.224539,0.212883,null,null,null
2020-09-02T18:30:19Z,26.78,61.28,99,0,33.74,101.66,0.00,400.00,0.208852,0.215359,0.226555,0.214344,null,null,null
2020-09-02T18:30:49Z,26.75,61.25,99,0,30.80,101.66,0.00,400.00,0.207281,0.215141,0.227406,0.214633,null,null,null
2020-09-02T18:31:19Z,26.75,61.29,99,0,29.90,101.66,0.00,400.00,0.208984,0.216766,0.227352,0.213742,null,null,null
2020-09-02T18:31:49Z,26.76,61.26,99,0,29.49,101.67,0.00,400.00,0.209164,0.216781,0.227758,0.214719,null,null,null
2020-09-02T18:32:19Z,26.76,61.24,99,0,29.27,101.67,0.00,400.00,0.208836,0.214898,0.226906,0.213727,null,null,null
2020-09-02T18:32:49Z,26.76,61.25,99,0,29.91,101.67,0.00,400.00,0.209156,0.214914,0.227164,0.214172,null,null,null
2020-09-02T18:33:19Z,26.75,61.28,99,0,32.42,101.67,0.00,400.00,0.207914,0.216281,0.226773,0.214305,null,null,null
2020-09-02T18:33:49Z,26.78,61.26,99,0,31.13,101.67,0.00,400.00,0.209984,0.216039,0.227273,0.214016,null,null,null
2020-09-02T18:34:19Z,26.73,61.27,99,0,31.28,101.67,0.00,400.00,0.208273,0.215367,0.225359,0.213055,null,null,null
2020-09-02T18:34:49Z,26.76,61.26,99,0,40.61,101.67,0.00,400.00,0.208305,0.216266,0.227422,0.214148,null,null,null
2020-09-02T18:35:19Z,26.75,61.28,99,0,28.73,101.67,0.00,400.00,0.208766,0.215195,0.228961,0.213695,null,null,null
2020-09-02T18:35:49Z,26.73,61.29,99,0,27.68,101.68,0.00,400.00,0.209477,0.217234,0.226734,0.213352,null,null,null
2020-09-02T18:36:19Z,26.78,61.27,99,0,28.02,101.68,0.00,400.00,0.208367,0.216430,0.227234,0.213820,null,null,null
2020-09-02T18:36:49Z,26.73,61.26,99,0,30.34,101.68,0.00,400.00,0.209187,0.215570,0.225688,0.213070,null,null,null
2020-09-02T18:37:19Z,26.72,61.28,99,0,37.77,101.68,0.00,400.00,0.208414,0.216391,0.227422,0.214031,null,null,null
2020-09-02T18:37:49Z,26.75,61.28,99,0,26.21,101.68,0.00,400.00,0.208414,0.216891,0.226617,0.214930,null,null,null
2020-09-02T18:38:19Z,26.79,61.27,99,0,38.24,101.68,0.00,400.00,0.208586,0.216391,0.225461,0.213406,null,null,null
2020-09-02T18:38:49Z,26.75,61.29,99,0,29.46,101.68,0.00,400.00,0.207320,0.215211,0.227219,0.213734,null,null,null
2020-09-02T18:39:19Z,26.76,61.30,99,0,37.09,101.68,0.00,400.00,0.206867,0.215633,0.226758,0.213602,null,null,null
2020-09-02T18:39:49Z,26.75,61.26,99,0,30.16,101.69,0.00,400.00,0.210242,0.216117,0.226633,0.214711,null,null,null
2020-09-02T18:40:19Z,26.73,61.27,99,0,27.77,101.69,0.00,400.00,0.208867,0.214953,0.227055,0.214586,null,null,null
2020-09-02T18:40:49Z,26.75,61.25,99,0,27.22,101.69,0.00,400.00,0.209523,0.215617,0.227500,0.214414,null,null,null
2020-09-02T18:41:19Z,26.75,61.25,99,0,29.97,101.68,0.00,405.00,0.209852,0.215898,0.224711,0.213484,null,null,null
2020-09-02T18:41:49Z,26.75,61.26,99,0,27.99,101.69,0.00,405.00,0.207992,0.215234,0.226500,0.214250,null,null,null
2020-09-02T18:42:19Z,26.75,61.27,99,0,30.08,101.69,0.00,400.00,0.208867,0.216133,0.226320,0.214195,null,null,null
2020-09-02T18:42:49Z,26.72,61.25,99,0,33.02,101.69,0.00,400.00,0.207281,0.215211,0.227578,0.214430,null,null,null
2020-09-02T18:43:19Z,26.73,61.25,99,0,31.84,101.69,0.00,400.00,0.209703,0.215805,0.227187,0.214305,null,null,null
2020-09-02T18:43:49Z,26.75,61.25,99,0,28.54,101.69,0.00,400.00,0.208570,0.215844,0.225898,0.213648,null,null,null
2020-09-02T18:44:19Z,26.75,61.20,99,0,38.93,101.69,0.00,400.00,0.208312,0.214719,0.226117,0.214219,null,null,null
2020-09-02T18:44:49Z,26.76,61.25,99,0,27.77,101.70,0.00,400.00,0.208406,0.216195,0.226453,0.214148,null,null,null
2020-09-02T18:45:19Z,26.73,61.23,99,0,34.12,101.69,0.00,405.00,0.208578,0.216422,0.227313,0.214695,null,null,null
2020-09-02T18:45:49Z,26.75,61.25,99,0,29.40,101.70,0.00,405.00,0.207789,0.216102,0.226875,0.213625,null,null,null
2020-09-02T18:46:19Z,26.75,61.26,99,0,30.90,101.69,0.00,400.00,0.209133,0.215531,0.227687,0.214227,null,null,null
2020-09-02T18:46:49Z,26.75,61.22,99,0,27.44,101.70,0.00,400.00,0.206750,0.216047,0.226164,0.213781,null,null,null
2020-09-02T18:47:19Z,26.75,61.25,99,0,38.95,101.70,0.00,400.00,0.207664,0.216188,0.228406,0.214914,null,null,null
2020-09-02T18:47:49Z,26.73,61.25,99,0,33.23,101.70,0.00,400.00,0.209711,0.215750,0.226922,0.214820,null,null,null
2020-09-02T18:48:19Z,26.73,61.25,99,0,32.01,101.70,0.00,405.00,0.207844,0.215961,0.228203,0.213945,null,null,null
2020-09-02T18:48:49Z,26.73,61.27,99,0,27.87,101.70,0.00,405.00,0.208102,0.215062,0.227203,0.214445,null,null,null
2020-09-02T18:49:19Z,26.73,61.26,99,0,32.92,101.70,0.00,405.00,0.208531,0.215820,0.228031,0.214180,null,null,null
2020-09-02T18:49:49Z,26.73,61.26,99,0,32.59,101.71,0.00,405.00,0.207992,0.215906,0.226844,0.213859,null,null,null
2020-09-02T18:50:19Z,26.75,61.26,99,0,40.72,101.70,0.00,400.00,0.207211,0.215242,0.226789,0.214375,null,null,null
2020-09-02T18:50:49Z,26.75,61.24,99,0,40.23,101.70,0.00,400.00,0.207531,0.215547,0.226648,0.214227,null,null,null
2020-09-02T18:51:19Z,26.73,61.27,99,0,30.17,101.71,0.00,400.00,0.207633,0.215539,0.227961,0.214891,null,null,null
2020-09-02T18:51:49Z,26.73,61.21,99,0,30.91,101.71,0.00,400.00,0.208555,0.215312,0.227430,0.214430,null,null,null
2020-09-02T18:52:19Z,26.73,61.21,99,0,30.26,101.71,0.00,401.00,0.208586,0.214648,0.227031,0.213469,null,null,null
2020-09-02T18:52:49Z,26.75,61.22,99,0,28.14,101.71,0.00,401.00,0.208500,0.215797,0.225703,0.213398,null,null,null
2020-09-02T18:53:19Z,26.73,61.24,99,0,30.46,101.71,0.00,401.00,0.208813,0.216625,0.226781,0.214289,null,null,null
